id,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,call_failures,tariff_plan,status,age_group,complaints,churn,usage_intensity,engagement_intensity,sms_intensity,call_failure_rate,network_reach_ratio,usage_segment,charge_segment,tenure_segment,failure_segment,tariff_plan_flag,status_inactive_flag,complaints_flag,age_group_code
140,40,0,15180,182,151,29,6,A,Active,Under 30,N,0,379.5,4.55,3.775,0.03296703296703297,0.15934065934065933,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
141,35,0,1910,47,40,20,5,A,Inactive,30-40,N,0,54.57142857142857,1.3428571428571427,1.1428571428571428,0.10638297872340426,0.425531914893617,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
142,33,6,9420,76,0,40,10,A,Active,Over 40,N,0,285.45454545454544,2.303030303030303,0.0,0.13157894736842105,0.5263157894736842,High usage,Positive charge tier,Short tenure,High failure,0,0,0,2
143,38,1,2328,47,39,33,12,A,Active,30-40,Y,1,61.26315789473684,1.236842105263158,1.0263157894736843,0.2553191489361702,0.7021276595744681,Low usage,Positive charge tier,Long tenure,High failure,0,0,1,1
144,37,0,305,6,7,2,5,A,Inactive,30-40,Y,1,8.243243243243244,0.16216216216216217,0.1891891891891892,0.8333333333333334,0.3333333333333333,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,1
145,38,0,15360,184,154,33,6,A,Active,Under 30,N,0,404.2105263157895,4.842105263157895,4.052631578947368,0.03260869565217391,0.1793478260869565,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
146,30,0,2475,13,0,10,0,A,Active,30-40,N,0,82.5,0.43333333333333335,0.0,0.0,0.7692307692307693,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
147,41,2,6580,88,196,30,4,A,Active,30-40,N,0,160.4878048780488,2.1463414634146343,4.780487804878049,0.045454545454545456,0.3409090909090909,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
148,37,0,3660,60,0,17,2,A,Active,Under 30,N,0,98.91891891891892,1.6216216216216217,0.0,0.03333333333333333,0.2833333333333333,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
149,31,0,0,0,0,0,0,A,Inactive,Under 30,N,0,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,0
150,12,0,8753,163,62,35,10,A,Active,Over 40,N,0,729.4166666666666,13.583333333333334,5.166666666666667,0.06134969325153374,0.2147239263803681,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
151,30,0,8810,109,129,40,6,A,Active,30-40,N,0,293.6666666666667,3.6333333333333333,4.3,0.05504587155963303,0.3669724770642202,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
152,24,0,1263,33,23,66,0,A,Active,Over 40,N,0,52.625,1.375,0.9583333333333334,0.0,2.0,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
153,31,0,2420,10,0,8,0,A,Active,30-40,N,0,78.06451612903226,0.3225806451612903,0.0,0.0,0.8,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
154,28,1,1683,44,28,67,7,A,Active,Over 40,N,0,60.107142857142854,1.5714285714285714,1.0,0.1590909090909091,1.5227272727272727,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,2
155,35,0,4903,78,0,10,0,A,Active,Under 30,N,0,140.0857142857143,2.2285714285714286,0.0,0.0,0.1282051282051282,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
156,21,0,1568,33,22,67,2,A,Active,Over 40,N,0,74.66666666666667,1.5714285714285714,1.0476190476190477,0.06060606060606061,2.0303030303030303,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
157,34,0,2875,35,0,12,9,A,Inactive,Under 30,Y,1,84.55882352941177,1.0294117647058822,0.0,0.2571428571428571,0.34285714285714286,Low usage,Zero charge tier,Short tenure,High failure,0,1,1,0
158,38,3,9230,127,176,47,13,A,Active,30-40,N,0,242.89473684210526,3.3421052631578947,4.631578947368421,0.10236220472440945,0.3700787401574803,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
159,23,0,3165,58,3,21,0,A,Active,30-40,N,0,137.6086956521739,2.5217391304347827,0.13043478260869565,0.0,0.3620689655172414,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
160,27,1,1505,37,202,14,6,B,Active,Under 30,Y,1,55.74074074074074,1.3703703703703705,7.481481481481482,0.16216216216216217,0.3783783783783784,Low usage,Positive charge tier,Short tenure,High failure,1,0,1,0
161,36,0,1780,50,70,24,3,A,Inactive,Over 40,N,0,49.44444444444444,1.3888888888888888,1.9444444444444444,0.06,0.48,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,2
162,38,1,3585,81,23,25,9,A,Active,30-40,N,0,94.34210526315789,2.1315789473684212,0.6052631578947368,0.1111111111111111,0.30864197530864196,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
163,12,1,4085,40,216,9,0,A,Active,30-40,N,0,340.4166666666667,3.3333333333333335,18.0,0.0,0.225,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
164,38,1,3833,87,0,27,5,A,Active,30-40,N,0,100.86842105263158,2.289473684210526,0.0,0.05747126436781609,0.3103448275862069,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
165,35,0,2058,46,0,12,7,A,Inactive,30-40,N,0,58.8,1.3142857142857143,0.0,0.15217391304347827,0.2608695652173913,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
166,37,2,1048,15,12,2,6,A,Active,Over 40,N,0,28.324324324324323,0.40540540540540543,0.32432432432432434,0.4,0.13333333333333333,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
167,39,3,9420,127,151,45,18,A,Active,30-40,N,0,241.53846153846155,3.2564102564102564,3.871794871794872,0.14173228346456693,0.3543307086614173,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
168,36,0,323,3,9,5,2,A,Inactive,30-40,N,1,8.972222222222221,0.08333333333333333,0.25,0.6666666666666666,1.6666666666666667,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
169,13,2,1568,21,10,11,4,A,Active,30-40,N,1,120.61538461538461,1.6153846153846154,0.7692307692307693,0.19047619047619047,0.5238095238095238,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
170,34,0,1875,37,147,6,0,A,Active,Under 30,N,0,55.14705882352941,1.088235294117647,4.323529411764706,0.0,0.16216216216216217,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
171,30,0,1673,38,0,9,0,A,Inactive,30-40,N,0,55.766666666666666,1.2666666666666666,0.0,0.0,0.23684210526315788,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,1
172,37,0,2048,54,33,19,4,A,Inactive,30-40,N,0,55.351351351351354,1.4594594594594594,0.8918918918918919,0.07407407407407407,0.35185185185185186,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,1
173,31,0,7248,117,369,37,0,A,Active,Under 30,N,0,233.80645161290323,3.774193548387097,11.903225806451612,0.0,0.3162393162393162,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
174,36,2,4318,92,23,43,6,A,Active,30-40,N,0,119.94444444444444,2.5555555555555554,0.6388888888888888,0.06521739130434782,0.4673913043478261,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
175,14,1,9058,169,69,37,15,A,Active,Over 40,N,0,647.0,12.071428571428571,4.928571428571429,0.08875739644970414,0.21893491124260356,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,2
176,46,0,623,17,22,7,7,A,Inactive,30-40,N,0,13.543478260869565,0.3695652173913043,0.4782608695652174,0.4117647058823529,0.4117647058823529,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
177,37,8,10625,93,7,40,26,A,Active,Over 40,N,0,287.1621621621622,2.5135135135135136,0.1891891891891892,0.27956989247311825,0.43010752688172044,High usage,Positive charge tier,Long tenure,High failure,0,0,0,2
178,32,4,16785,249,8,80,31,A,Active,Under 30,Y,0,524.53125,7.78125,0.25,0.12449799196787148,0.321285140562249,High usage,Positive charge tier,Short tenure,High failure,0,0,1,0
179,44,1,6178,105,22,18,11,A,Active,30-40,N,0,140.4090909090909,2.3863636363636362,0.5,0.10476190476190476,0.17142857142857143,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
180,36,2,6670,112,257,20,7,B,Active,30-40,N,0,185.27777777777777,3.111111111111111,7.138888888888889,0.0625,0.17857142857142858,High usage,Positive charge tier,Long tenure,Low failure,1,0,0,1
181,38,1,3095,27,483,8,4,A,Active,30-40,N,0,81.44736842105263,0.7105263157894737,12.710526315789474,0.14814814814814814,0.2962962962962963,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
182,30,0,1665,38,30,19,1,A,Inactive,30-40,N,0,55.5,1.2666666666666666,1.0,0.02631578947368421,0.5,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,1
183,29,0,2840,16,0,13,0,A,Active,30-40,N,0,97.93103448275862,0.5517241379310345,0.0,0.0,0.8125,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
184,41,0,813,12,23,9,7,A,Inactive,30-40,N,0,19.829268292682926,0.2926829268292683,0.5609756097560976,0.5833333333333334,0.75,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
185,34,7,10130,87,0,40,16,A,Active,Over 40,N,0,297.94117647058823,2.5588235294117645,0.0,0.1839080459770115,0.45977011494252873,High usage,Positive charge tier,Short tenure,High failure,0,0,0,2
186,7,2,1783,23,14,20,2,A,Active,30-40,Y,1,254.71428571428572,3.2857142857142856,2.0,0.08695652173913043,0.8695652173913043,High usage,Positive charge tier,Short tenure,Low failure,0,0,1,1
187,39,1,33,4,5,1,0,A,Active,Over 40,N,0,0.8461538461538461,0.10256410256410256,0.1282051282051282,0.0,0.25,Low usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
188,34,0,3413,76,0,26,0,A,Active,Under 30,N,0,100.38235294117646,2.235294117647059,0.0,0.0,0.34210526315789475,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
189,39,0,3898,90,13,33,4,A,Active,Under 30,N,0,99.94871794871794,2.3076923076923075,0.3333333333333333,0.044444444444444446,0.36666666666666664,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
190,38,3,14895,222,52,32,23,A,Active,30-40,N,0,391.9736842105263,5.842105263157895,1.368421052631579,0.1036036036036036,0.14414414414414414,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
191,22,0,830,22,175,4,0,B,Active,Under 30,N,0,37.72727272727273,1.0,7.954545454545454,0.0,0.18181818181818182,Low usage,Zero charge tier,Short tenure,Low failure,1,0,0,0
192,39,3,14735,220,36,34,24,A,Active,30-40,N,0,377.8205128205128,5.641025641025641,0.9230769230769231,0.10909090909090909,0.15454545454545454,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
193,37,1,6008,98,7,22,18,A,Active,Under 30,N,1,162.3783783783784,2.6486486486486487,0.1891891891891892,0.1836734693877551,0.22448979591836735,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
194,38,0,1440,61,34,24,30,A,Inactive,30-40,N,1,37.89473684210526,1.605263157894737,0.8947368421052632,0.4918032786885246,0.39344262295081966,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
195,21,0,930,28,176,5,0,B,Active,Under 30,N,0,44.285714285714285,1.3333333333333333,8.380952380952381,0.0,0.17857142857142858,Low usage,Zero charge tier,Short tenure,Low failure,1,0,0,0
196,33,1,6785,97,14,22,3,A,Active,Over 40,N,0,205.6060606060606,2.9393939393939394,0.42424242424242425,0.030927835051546393,0.2268041237113402,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,2
197,32,3,16265,238,7,78,30,A,Active,Under 30,N,0,508.28125,7.4375,0.21875,0.12605042016806722,0.3277310924369748,High usage,Positive charge tier,Short tenure,High failure,0,0,0,0
198,40,8,10390,97,9,46,21,B,Active,Over 40,Y,0,259.75,2.425,0.225,0.21649484536082475,0.4742268041237113,High usage,Positive charge tier,Long tenure,High failure,1,0,1,2
199,35,0,13353,157,0,38,2,A,Active,30-40,N,0,381.51428571428573,4.485714285714286,0.0,0.012738853503184714,0.24203821656050956,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
200,28,0,1360,32,23,17,0,A,Inactive,30-40,N,0,48.57142857142857,1.1428571428571428,0.8214285714285714,0.0,0.53125,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,1
201,36,0,650,47,17,16,20,A,Inactive,30-40,N,1,18.055555555555557,1.3055555555555556,0.4722222222222222,0.425531914893617,0.3404255319148936,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
202,25,0,1230,15,22,1,1,A,Inactive,Over 40,N,0,49.2,0.6,0.88,0.06666666666666667,0.06666666666666667,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,2
203,29,0,590,38,4,13,15,A,Inactive,Under 30,N,1,20.344827586206897,1.3103448275862069,0.13793103448275862,0.39473684210526316,0.34210526315789475,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,0
204,37,0,0,0,0,0,0,A,Inactive,Under 30,N,0,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
205,40,0,180,8,11,5,2,A,Inactive,Under 30,N,1,4.5,0.2,0.275,0.25,0.625,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,0
206,20,1,9418,185,91,47,19,A,Active,Over 40,N,0,470.9,9.25,4.55,0.10270270270270271,0.25405405405405407,High usage,Positive charge tier,Short tenure,High failure,0,0,0,2
207,40,3,703,13,16,6,8,A,Active,Over 40,N,0,17.575,0.325,0.4,0.6153846153846154,0.46153846153846156,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
208,41,0,2055,39,286,17,1,A,Active,30-40,N,0,50.1219512195122,0.9512195121951219,6.975609756097561,0.02564102564102564,0.4358974358974359,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
209,34,0,1363,28,6,14,0,A,Inactive,30-40,Y,1,40.088235294117645,0.8235294117647058,0.17647058823529413,0.0,0.5,Low usage,Zero charge tier,Short tenure,Low failure,0,1,1,1
210,41,0,4065,71,6,16,5,A,Active,30-40,N,0,99.14634146341463,1.7317073170731707,0.14634146341463414,0.07042253521126761,0.22535211267605634,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
211,16,0,1390,20,21,12,0,A,Active,Under 30,N,0,86.875,1.25,1.3125,0.0,0.6,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
212,40,1,13833,172,5,46,10,A,Active,30-40,N,0,345.825,4.3,0.125,0.05813953488372093,0.26744186046511625,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
213,43,2,2838,68,376,30,16,A,Active,30-40,N,0,66.0,1.5813953488372092,8.744186046511627,0.23529411764705882,0.4411764705882353,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
214,36,0,1933,48,1,15,4,A,Inactive,30-40,N,0,53.69444444444444,1.3333333333333333,0.027777777777777776,0.08333333333333333,0.3125,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,1
215,35,0,8210,105,116,26,4,A,Active,30-40,N,0,234.57142857142858,3.0,3.3142857142857145,0.0380952380952381,0.24761904761904763,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
216,33,0,1085,33,27,13,17,A,Inactive,30-40,N,0,32.878787878787875,1.0,0.8181818181818182,0.5151515151515151,0.3939393939393939,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,1
217,37,1,2485,37,281,15,7,A,Active,30-40,N,0,67.16216216216216,1.0,7.594594594594595,0.1891891891891892,0.40540540540540543,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
218,14,0,9337,176,74,38,13,A,Active,Over 40,N,0,666.9285714285714,12.571428571428571,5.285714285714286,0.07386363636363637,0.2159090909090909,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
219,39,0,1180,20,7,13,5,A,Inactive,Under 30,N,0,30.256410256410255,0.5128205128205128,0.1794871794871795,0.25,0.65,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,0
220,33,1,6123,98,25,25,16,A,Active,Under 30,N,1,185.54545454545453,2.9696969696969697,0.7575757575757576,0.16326530612244897,0.25510204081632654,High usage,Positive charge tier,Short tenure,High failure,0,0,0,0
221,13,0,1695,20,20,13,0,A,Active,Under 30,N,0,130.3846153846154,1.5384615384615385,1.5384615384615385,0.0,0.65,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
222,37,0,0,0,0,0,0,A,Inactive,Under 30,N,1,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
223,36,0,3893,60,0,33,5,A,Active,Under 30,N,0,108.13888888888889,1.6666666666666667,0.0,0.08333333333333333,0.55,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
224,35,0,2078,44,59,33,4,A,Inactive,30-40,N,1,59.371428571428574,1.2571428571428571,1.6857142857142857,0.09090909090909091,0.75,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,1
225,38,1,4443,69,7,35,12,A,Active,Under 30,N,0,116.92105263157895,1.8157894736842106,0.18421052631578946,0.17391304347826086,0.5072463768115942,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
226,40,2,3890,87,30,27,14,A,Active,30-40,N,0,97.25,2.175,0.75,0.16091954022988506,0.3103448275862069,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
227,13,0,6313,139,75,38,15,B,Active,Under 30,N,0,485.61538461538464,10.692307692307692,5.769230769230769,0.1079136690647482,0.2733812949640288,High usage,Zero charge tier,Short tenure,High failure,1,0,0,0
228,40,0,3475,55,27,23,16,A,Inactive,30-40,Y,1,86.875,1.375,0.675,0.2909090909090909,0.41818181818181815,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,1
229,28,3,16380,238,0,81,28,A,Active,Under 30,N,0,585.0,8.5,0.0,0.11764705882352941,0.3403361344537815,High usage,Positive charge tier,Short tenure,High failure,0,0,0,0
230,31,3,16075,238,0,80,25,A,Active,Under 30,N,0,518.5483870967741,7.67741935483871,0.0,0.10504201680672269,0.33613445378151263,High usage,Positive charge tier,Short tenure,High failure,0,0,0,0
231,37,0,7508,127,384,43,3,A,Active,Under 30,N,0,202.9189189189189,3.4324324324324325,10.378378378378379,0.023622047244094488,0.33858267716535434,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
232,34,0,3015,25,473,4,3,A,Active,30-40,N,0,88.67647058823529,0.7352941176470589,13.911764705882353,0.12,0.16,Low usage,Zero charge tier,Short tenure,High failure,0,0,0,1
233,33,0,2393,52,0,32,1,A,Active,Under 30,N,0,72.51515151515152,1.5757575757575757,0.0,0.019230769230769232,0.6153846153846154,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
234,35,0,3180,42,18,19,11,A,Inactive,30-40,Y,1,90.85714285714286,1.2,0.5142857142857142,0.2619047619047619,0.4523809523809524,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,1
235,30,0,3950,67,0,17,0,A,Active,30-40,N,0,131.66666666666666,2.2333333333333334,0.0,0.0,0.2537313432835821,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
236,34,0,1608,22,0,4,0,A,Active,30-40,N,0,47.294117647058826,0.6470588235294118,0.0,0.0,0.18181818181818182,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
237,7,1,1713,23,7,5,7,A,Active,30-40,Y,1,244.71428571428572,3.2857142857142856,1.0,0.30434782608695654,0.21739130434782608,High usage,Positive charge tier,Short tenure,High failure,0,0,1,1
238,37,0,2245,33,253,14,4,A,Active,30-40,N,0,60.67567567567568,0.8918918918918919,6.837837837837838,0.12121212121212122,0.42424242424242425,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,1
239,37,0,0,0,0,0,0,A,Inactive,Under 30,N,0,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
240,27,0,3000,57,11,25,0,A,Active,30-40,N,0,111.11111111111111,2.111111111111111,0.4074074074074074,0.0,0.43859649122807015,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
241,18,0,1885,27,37,17,4,A,Active,Under 30,N,0,104.72222222222223,1.5,2.0555555555555554,0.14814814814814814,0.6296296296296297,High usage,Zero charge tier,Short tenure,High failure,0,0,0,0
242,34,0,4005,62,0,13,0,A,Active,Under 30,N,0,117.79411764705883,1.8235294117647058,0.0,0.0,0.20967741935483872,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
243,43,1,2878,72,20,40,10,A,Active,Under 30,N,0,66.93023255813954,1.6744186046511629,0.46511627906976744,0.1388888888888889,0.5555555555555556,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,0
244,14,2,1487,25,8,8,5,A,Active,30-40,Y,1,106.21428571428571,1.7857142857142858,0.5714285714285714,0.2,0.32,High usage,Positive charge tier,Short tenure,High failure,0,0,1,1
245,31,0,840,42,18,18,20,A,Inactive,Under 30,N,1,27.096774193548388,1.3548387096774193,0.5806451612903226,0.47619047619047616,0.42857142857142855,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,0
246,27,0,700,25,10,7,11,A,Inactive,Under 30,N,0,25.925925925925927,0.9259259259259259,0.37037037037037035,0.44,0.28,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,0
